-9.246896601773769880e-06 3.841431280799808470e-06 -2.028287484369116250e-05 3.806399557461463543e-05 1.714921344101551088e-05 1.886899831522482205e-05 2.003125000000000000e+01
1.974213258587379160e-08 4.005976743867890577e-06 -5.729152519308322063e-05 4.574943431574310404e-05 -2.882398224862547587e-05 1.482098239405317624e-05 2.028125000000000000e+01
5.217902996994642745e-06 3.419237600325678490e-06 6.837344637672676409e-05 3.898028283008645486e-05 9.233445890705200244e-07 1.459207215167708754e-05 2.031250000000000000e+01
-3.834410173505317444e-06 2.562106334600581406e-06 -3.953896744674454646e-06 2.786643035448262108e-05 -1.359290268721598749e-05 1.406036346786672119e-05 2.037500000000000000e+01
9.179872033315307023e-08 2.546576213211991493e-06 -1.268598615550216267e-05 2.860289622910718859e-05 -8.579327434715653430e-06 1.378524810177530075e-05 2.040625000000000000e+01
2.347962547644308784e-08 2.574302195348355096e-06 2.039478941071241853e-05 2.963224218481453096e-05 -6.976495189081468741e-06 1.357823288259605150e-05 2.043750000000000000e+01
-4.142865493745606517e-06 2.571740793199286037e-06 -4.233789708095717812e-05 2.996815849353957328e-05 1.060285948680505098e-06 1.335579190619449079e-05 2.046875000000000000e+01
7.628589717402631367e-07 2.406859849220376084e-06 2.694099682575306468e-05 2.822967637532656981e-05 8.237560440625462874e-06 1.309193053391449708e-05 2.050000000000000000e+01
-3.346410867786522589e-06 2.165103296793114559e-06 -6.798811155678456389e-07 2.517493733253617995e-05 -1.612461798555324050e-05 1.274718197227275386e-05 2.053125000000000000e+01
-1.989588323976393587e-06 2.174025697452944728e-06 -1.816798695163459554e-05 2.544646852903221170e-05 -1.004447854001198616e-05 1.242266813648398882e-05 2.056250000000000000e+01
4.368437175169362791e-06 2.472938295428121973e-06 1.972223893170282444e-05 3.057263227393778725e-05 1.296225438326397928e-05 1.220386129025816223e-05 2.059375000000000000e+01
1.621473209061179887e-06 2.899473708937393853e-06 7.951316840591952890e-07 3.799918701931526984e-05 -1.035564004792334268e-05 1.204260423633604277e-05 2.062500000000000000e+01
3.495378050885567675e-06 3.015893218142633534e-06 -1.407198501813943833e-05 3.950000510062633331e-05 -3.898255869068861573e-06 1.185733334841562998e-05 2.065625000000000000e+01
8.328917469542628942e-07 2.443838320785116842e-06 4.090448896155082759e-05 3.019136118472800969e-05 1.521788156200618615e-05 1.165554296418065523e-05 2.068750000000000000e+01
-1.320351031721516874e-06 1.927789805132818750e-06 3.779993982793070469e-05 2.441124059650947215e-05 -2.113393988796150157e-06 1.039060586844521385e-05 2.087500000000000000e+01
-4.339273635480802452e-06 2.529744641400034755e-06 2.068799645818849493e-05 3.455381966420675356e-05 1.316920185217641282e-05 1.020839885296987223e-05 2.090625000000000000e+01
-1.966683398518842697e-06 2.805718454908923431e-06 1.736439464621027464e-05 4.027346187436424055e-05 -7.966616877850863452e-06 1.003142622530581696e-05 2.093750000000000000e+01
2.403582883003772694e-06 2.400191080510002086e-06 -3.727629116637109737e-05 3.438816693187948288e-05 -1.401700857293691413e-05 9.917680018514719130e-06 2.096875000000000000e+01
-2.512797653340631293e-07 1.594851072781093909e-06 -4.372867093712539412e-06 2.161068951468201601e-05 1.970743337086570591e-06 9.587931323843321615e-06 2.103125000000000000e+01
-1.477797181025199762e-06 1.474364211327777720e-06 -8.161485400019658043e-06 2.020923454983498756e-05 -4.744327575616483514e-06 9.382940638762221882e-06 2.106250000000000000e+01
-2.377987843746743384e-07 1.375654938070988805e-06 -4.987493242287681978e-06 1.900868016850291889e-05 -6.829359409878825300e-06 9.194622312738719950e-06 2.109375000000000000e+01
