# Frequency [Hz]		C(f)				sigma(f)
2.000000000000000000e+01	0.000000000000000000e+00	inf
2.003125000000000000e+01	-2.028282289733695178e-05	3.806390391588025424e-05
2.006250000000000000e+01	5.032514796385012457e-06	2.885051467370157232e-05
2.009375000000000000e+01	1.669362687695883474e-05	1.258764128942787706e-04
2.012500000000000000e+01	-5.418262850522875731e-04	3.277638947212702298e-04
2.015625000000000000e+01	2.675590541756825787e-06	2.208330068657416226e-04
2.018750000000000000e+01	2.835518828545874603e-05	3.622672733400707039e-05
2.021875000000000000e+01	3.528896387986326587e-05	3.798379564476945521e-05
2.025000000000000000e+01	-6.770494026915817559e-05	4.288857907215230325e-05
2.028125000000000000e+01	-5.729131807240818534e-05	4.574935764536059107e-05
2.031250000000000000e+01	6.837354521066761918e-05	3.898021318117653796e-05
2.034375000000000000e+01	-1.435846352284203404e-05	3.115200050186970725e-05
2.037500000000000000e+01	-3.953883956638876496e-06	2.786636911900770548e-05
2.040625000000000000e+01	-1.268618174183576351e-05	2.860283733350142972e-05
2.043750000000000000e+01	2.039487952181744514e-05	2.963218376772157033e-05
2.046875000000000000e+01	-4.233793757431925277e-05	2.996809849692433307e-05
2.050000000000000000e+01	2.694103727420696357e-05	2.822961840789100355e-05
2.053125000000000000e+01	-6.798770514617960301e-07	2.517488273549991365e-05
2.056250000000000000e+01	-1.816784841028975980e-05	2.544641284985562390e-05
2.059375000000000000e+01	1.972217381212821888e-05	3.057257242122966362e-05
2.062500000000000000e+01	7.952815427119555379e-07	3.799912343349035065e-05
2.065625000000000000e+01	-1.407188950319907354e-05	3.949993389251557532e-05
2.068750000000000000e+01	4.090436925418174926e-05	3.019129373667898524e-05
2.071875000000000000e+01	6.395646038400144869e-06	2.310720770146901772e-05
2.075000000000000000e+01	2.191605502138971510e-05	6.921825356976616392e-05
2.078125000000000000e+01	4.190513847942531388e-04	1.946699154796509247e-04
2.081250000000000000e+01	2.036912030403043082e-05	1.399126427895060415e-04
2.084375000000000000e+01	2.320228206599858178e-05	2.423730464356639401e-05
2.087500000000000000e+01	3.779992137247860623e-05	2.441118226116635481e-05
2.090625000000000000e+01	2.068779419485492418e-05	3.455375030216782070e-05
2.093750000000000000e+01	1.736432549433014662e-05	4.027339348597050374e-05
2.096875000000000000e+01	-3.727620623727919422e-05	3.438810418984939208e-05
2.100000000000000000e+01	0.000000000000000000e+00	inf
2.103125000000000000e+01	-4.372865473891565384e-06	2.161064200400912989e-05
