0.015625 8.025490820155422e-45
0.03125 6.01212725390633e-45
0.046875 4.1637725232482444e-45
0.0625 3.841177333992236e-45
0.078125 2.9755538836994984e-45
0.09375 3.066496388355071e-45
0.109375 2.7466905967736036e-45
0.125 2.8222014109632675e-45
0.140625 2.5939079088121036e-45
0.15625 2.5946359481615382e-45
0.171875 2.5048870388102222e-45
0.1875 2.2214630227218444e-45
0.203125 2.2842438959098174e-45
0.21875 2.3915942633240148e-45
0.234375 2.1305470338124047e-45
0.25 1.9793385259891408e-45
0.265625 2.016181317765835e-45
0.28125 1.9250755692170728e-45
0.296875 2.0628984647848373e-45
0.3125 1.6063207104440475e-45
0.328125 1.9532074965125676e-45
0.34375 1.4652470657338686e-45
0.359375 1.7156265677788153e-45
0.375 1.7617771671649896e-45
0.390625 1.5463686914612668e-45
0.40625 1.4346625461792797e-45
0.421875 1.5869409676144485e-45
0.4375 1.1879059585902704e-45
0.453125 1.4296361504687614e-45
0.46875 1.3777740896066032e-45
0.484375 1.6789472744869795e-45
0.5 1.536398103944303e-45
0.515625 1.357378701865676e-45
0.53125 1.4463306641676553e-45
0.546875 1.4047790826196358e-45
0.5625 1.2531930036747389e-45
0.578125 1.415126624257426e-45
0.59375 1.4094092137875872e-45
0.609375 1.2175024431399626e-45
0.625 1.0898087334522498e-45
0.640625 1.3450545344802683e-45
0.65625 1.1912023159781647e-45
0.671875 1.2464700241065994e-45
0.6875 1.0750762053937782e-45
0.703125 1.1676455364503424e-45
0.71875 1.3329403828150207e-45
0.734375 1.304678503040686e-45
0.75 1.1174843043133077e-45
0.765625 1.0694282692901314e-45
0.78125 1.1298438605821393e-45
0.796875 1.1540343016238566e-45
0.8125 1.1636154492120089e-45
0.828125 1.0664745764583483e-45
0.84375 1.061452815837622e-45
0.859375 1.0211078614735471e-45
0.875 1.173900397958655e-45
0.890625 1.184083265406621e-45
0.90625 1.0576721864939366e-45
0.921875 1.0121570404188291e-45
0.9375 1.1189321815116725e-45
0.953125 8.303988480411008e-46
0.96875 1.015455656010824e-45
0.984375 9.528783682628655e-46
1.0 1.1682182716970256e-45
1.015625 1.0452013118215795e-45
1.03125 1.0231645469852689e-45
1.046875 9.21481879249644e-46
1.0625 1.1064587935235821e-45
1.078125 1.1143472084474824e-45
1.09375 9.898873284293951e-46
1.109375 7.877894553123995e-46
1.125 8.699307333776848e-46
1.140625 9.484855411975111e-46
1.15625 9.19286482526147e-46
1.171875 1.0031561058622345e-45
1.1875 8.564167109757512e-46
1.203125 1.0796464628395418e-45
1.21875 8.283035170530042e-46
1.234375 9.227331097140808e-46
1.25 9.407309207696452e-46
1.265625 7.555618040993069e-46
1.28125 9.173768216049894e-46
1.296875 9.174497389893284e-46
1.3125 8.688858877654626e-46
1.328125 8.084332594579596e-46
1.34375 8.189609201095592e-46
1.359375 1.0070722167062964e-45
1.375 8.08742310615467e-46
1.390625 8.280547176386678e-46
1.40625 8.100658387239874e-46
1.421875 9.328617960175496e-46
1.4375 6.939895370209341e-46
1.453125 7.876821378780506e-46
1.46875 7.48843569597966e-46
1.484375 7.169639925489116e-46
1.5 9.025454914160143e-46
1.515625 7.926297289301014e-46
1.53125 7.42622951519705e-46
1.546875 8.449330763219253e-46
1.5625 8.129218001638615e-46
1.578125 8.025147172659189e-46
1.59375 8.42460321872801e-46
1.609375 8.4794009995382e-46
1.625 8.642300201164783e-46
