# Frequency [Hz]		C(f)				sigma(f)
2.000000000000000000e+01	3.950763105321350910e-05	2.123146912834288969e-05
2.003125000000000000e+01	1.714924064485989229e-05	1.886896588939935944e-05
2.006250000000000000e+01	2.051678720505715173e-06	1.757233733128718174e-05
2.009375000000000000e+01	-2.594796807337850357e-05	1.746718738195669925e-05
2.012500000000000000e+01	-1.480808058261985597e-05	1.701032382839424306e-05
2.015625000000000000e+01	-7.082345740409037556e-06	1.647182960264031626e-05
2.018750000000000000e+01	-1.913406477979098365e-06	1.657695077627253371e-05
2.021875000000000000e+01	-1.648247934437650083e-05	1.573434157690396405e-05
2.025000000000000000e+01	3.763727366099895783e-05	1.511723158326731405e-05
2.028125000000000000e+01	-2.882395478880894058e-05	1.482095650988686187e-05
2.031250000000000000e+01	9.234478849627578453e-07	1.459204672183223589e-05
2.034375000000000000e+01	2.810707921991425770e-08	1.442313332331884511e-05
2.037500000000000000e+01	-1.359277982729337864e-05	1.406033942195323694e-05
2.040625000000000000e+01	-8.579327257918882780e-06	1.378522445534325930e-05
2.043750000000000000e+01	-6.976435563954718117e-06	1.357820960553526964e-05
2.046875000000000000e+01	1.060269646698428048e-06	1.335576895948572156e-05
2.050000000000000000e+01	8.237626025345777040e-06	1.309190793692832350e-05
2.053125000000000000e+01	-1.612461002222239940e-05	1.274716014389755810e-05
2.056250000000000000e+01	-1.004455491828210399e-05	1.242264692405013232e-05
2.059375000000000000e+01	1.296221779848693694e-05	1.220384051747124452e-05
2.062500000000000000e+01	-1.035562317092784623e-05	1.204258375414339828e-05
2.065625000000000000e+01	-3.898195157597912419e-06	1.185731309946900314e-05
2.068750000000000000e+01	1.521793871622708515e-05	1.165552289919791581e-05
2.071875000000000000e+01	1.772538366482109487e-05	1.142916831419772018e-05
2.075000000000000000e+01	1.560907303516714659e-05	1.126577279165748717e-05
2.078125000000000000e+01	1.073818657868791375e-05	1.104118071891770174e-05
2.081250000000000000e+01	-1.619852994345337088e-05	1.085213384705615521e-05
2.084375000000000000e+01	-1.037302813977841750e-05	1.060333231129295628e-05
2.087500000000000000e+01	-2.113456595981176242e-06	1.039058772616882789e-05
2.090625000000000000e+01	1.316917865322067116e-05	1.020838105744374506e-05
2.093750000000000000e+01	-7.966623527113114890e-06	1.003140864299491136e-05
2.096875000000000000e+01	-1.401700351553455482e-05	9.917662315334663269e-06
2.100000000000000000e+01	5.885178377288087569e-06	9.843385196547913999e-06
2.103125000000000000e+01	1.970803551834896351e-06	9.587914134913425883e-06
2.106250000000000000e+01	-4.744327401239281112e-06	9.382923947758184410e-06
2.109375000000000000e+01	-6.829373860275324500e-06	9.194605959065707882e-06
2.112500000000000000e+01	-1.679910467800969773e-06	9.004673020466707863e-06
2.115625000000000000e+01	-6.694863703504573499e-06	8.793871084270621439e-06
2.118750000000000000e+01	4.693961120582073278e-06	8.628114149177356843e-06
2.121875000000000000e+01	5.928013645126218162e-06	8.444835773160799973e-06
2.125000000000000000e+01	3.592585352840179112e-06	8.298634544141910625e-06
2.128125000000000000e+01	4.243498070416222773e-06	8.163104602265711904e-06
2.131250000000000000e+01	4.724489620381138012e-06	8.053547532174133142e-06
2.134375000000000000e+01	-6.116166349634304644e-06	7.898977763272952985e-06
2.137500000000000000e+01	-9.712022719279768496e-06	7.766763555143183241e-06
2.140625000000000000e+01	-1.812942373258953209e-05	7.679763531277779894e-06
2.143750000000000000e+01	-8.357465970449515341e-06	7.591089416499397690e-06
2.146875000000000000e+01	1.111304803538049484e-05	7.458569897754819442e-06
2.150000000000000000e+01	5.278890478176978167e-06	7.296906893164641906e-06
2.153125000000000000e+01	2.189938482702044498e-07	7.144072731909982107e-06
2.156250000000000000e+01	3.837430269290774018e-06	7.003038574309340743e-06
2.159375000000000000e+01	-7.423316413334706625e-06	6.882104698105107927e-06
2.162500000000000000e+01	7.756104205364835999e-07	6.787944045963959336e-06
2.165625000000000000e+01	4.489103958201175507e-06	6.705077885647639388e-06
2.168750000000000000e+01	-5.310518001432349959e-06	6.592520559403000195e-06
2.171875000000000000e+01	1.866053829680801808e-06	6.486721753660320316e-06
2.175000000000000000e+01	5.384994301341082888e-06	6.363372153192586518e-06
2.178125000000000000e+01	-5.606109071337988139e-06	6.278013708772783769e-06
2.181250000000000000e+01	1.214732557889055601e-05	6.251459965782855512e-06
2.184375000000000000e+01	6.173670085591677584e-06	6.094555837600969718e-06
2.187500000000000000e+01	-3.950060516860790470e-06	5.968603595740734052e-06
2.190625000000000000e+01	-3.951631320090301017e-06	5.870429008653587490e-06
2.193750000000000000e+01	-2.679759642575558974e-06	5.772155358697663380e-06
2.196875000000000000e+01	-4.634343265700365345e-06	5.836234488447461120e-06
2.200000000000000000e+01	2.070208155986506213e-05	6.023591759881490760e-06
2.203125000000000000e+01	-5.249978305064277198e-06	5.664887367117877535e-06
2.206250000000000000e+01	9.015385511298508564e-06	5.421056907623973731e-06
2.209375000000000000e+01	7.060524794261037279e-06	5.338452152371605927e-06
2.212500000000000000e+01	-3.060560438172406176e-06	5.297428936520634969e-06
2.215625000000000000e+01	-2.310755732259509193e-06	5.297879174047089709e-06
2.218750000000000000e+01	4.091763312906015501e-06	5.282156889178766101e-06
2.221875000000000000e+01	4.797396291311474559e-06	5.138152864853439376e-06
2.225000000000000000e+01	-3.501859118971145319e-06	5.040741735763705405e-06
2.228125000000000000e+01	5.408306881839388722e-06	5.004149017213503456e-06
2.231250000000000000e+01	-4.815425337886995532e-06	5.039399800452269533e-06
2.234375000000000000e+01	-1.952379323957568413e-06	5.149387306668758449e-06
